Product ID / ASIN,Marketplace,Source,Title,Link,Brand
"B07QGW7XPR","amazon.com","Top Queen Amazon (ID: top_queen_amazon - desktop)","California Design Den 5-Star Hotel-Quality Twin Sheet Set, 100% Cotton Sateen, 600 Thread Count Deep Pocket Twin Sheets, Soft Hotel-Quality Bedding with Sateen Weave - Pastel Blue","https://www.amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_a2Bh8Ier3igRbglgxy&aa_creativeid=lv_Id5vNcwgA8g1XRvWbO&m=AXT11B3W0G30N","California Design Den"
"B07QGW7XPR","amazon.com","Top Queen Amazon (ID: top_queen_amazon - mobile)","California Design Den 5-Star Hotel-Quality Twin Sheet Set, 100% Cotton Sateen, 600 Thread Count Deep Pocket Twin Sheets, Soft Hotel-Quality Bedding with Sateen Weave - Pastel Blue","https://www.amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_G47Pem4g32DBAziaId&aa_creativeid=lv_gStrGHGOL8I9WeasEH&m=AXT11B3W0G30N","California Design Den"
"B07QGW7XPR","amazon.com","Top Cotton Amazon (ID: top_cotton_amazon - mobile)","California Design Den 5-Star Hotel-Quality Twin Sheet Set, 100% Cotton Sateen, 600 Thread Count Deep Pocket Twin Sheets, Soft Hotel-Quality Bedding with Sateen Weave - Pastel Blue","https://www.amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_4CyamvMfb6uN1M90nj&aa_creativeid=lv_tjzRCjuJrfgnxPZ0S4&m=AXT11B3W0G30N","California Design Den"
"B07QGW7XPR","amazon.com","Top Cotton Amazon (ID: top_cotton_amazon - desktop)","California Design Den 5-Star Hotel-Quality Twin Sheet Set, 100% Cotton Sateen, 600 Thread Count Deep Pocket Twin Sheets, Soft Hotel-Quality Bedding with Sateen Weave - Pastel Blue","https://www.amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_KDieMruMnE1Ggblf6V&aa_creativeid=lv_vr2ZISxNPFrrLyzVik&m=AXT11B3W0G30N","California Design Den"
"B08BTKJBJ9","amazon.com","Top Queen Amazon (ID: top_queen_amazon - mobile)","California Design Den Rayon from Bamboo Sheets King Size Set - Soft Sateen Weave, Luxury King Sheets Set with Deep Pockets, Cooling and Durable Bedding - Burgundy","https://www.amazon.com/dp/B08BTKJBJ9?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_VZIq62wo4gLYNXY71m&aa_adgroupid=lv_X3iSImRc1JAVKHIw4n&aa_creativeid=lv_pbcYTIslEGFccxMU9X&m=AXT11B3W0G30N","California Design Den"
"B08BTKJBJ9","amazon.com","Top Queen Amazon (ID: top_queen_amazon - desktop)","California Design Den Rayon from Bamboo Sheets King Size Set - Soft Sateen Weave, Luxury King Sheets Set with Deep Pockets, Cooling and Durable Bedding - Burgundy","https://www.amazon.com/dp/B08BTKJBJ9?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_VZIq62wo4gLYNXY71m&aa_adgroupid=lv_q77GtLAnsm3KUgBK2z&aa_creativeid=lv_kA6Lwxn6JFu77ZGsEZ&m=AXT11B3W0G30N","California Design Den"
"B0829S39YY","amazon.com","Top King Amazon (ID: top_king_amazon - mobile)","California Design Den 6-Pc King Size Sheet Set with 4 Pillowcases - Soft 400 Thread Count 100% Cotton Sheets, Cooling Sateen Weave, Luxury Deep Pocket Bedsheets Set - Sky Blue","https://www.amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_uQufaRJb4pUccYRJe3&aa_creativeid=lv_4tlZ057xTPxf3ywVSN&m=AXT11B3W0G30N","California Design Den"
"B0829S39YY","amazon.com","Top King Amazon (ID: top_king_amazon - desktop)","California Design Den 6-Pc King Size Sheet Set with 4 Pillowcases - Soft 400 Thread Count 100% Cotton Sheets, Cooling Sateen Weave, Luxury Deep Pocket Bedsheets Set - Sky Blue","https://www.amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_gMnMD37gsyUfQftvgw&aa_creativeid=lv_3WbSPv8RY6nnEDbj4m&m=AXT11B3W0G30N","California Design Den"
"B0829S39YY","amazon.com","Top Amazon (ID: top_amazon - desktop)","California Design Den 6-Pc King Size Sheet Set with 4 Pillowcases - Soft 400 Thread Count 100% Cotton Sheets, Cooling Sateen Weave, Luxury Deep Pocket Bedsheets Set - Sky Blue","https://www.amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_8l63vbFzot0h2hiLIB&aa_creativeid=lv_IT4MAYjteuPSIQsKuh&m=AXT11B3W0G30N","California Design Den"
"B0829S39YY","amazon.com","Top Amazon (ID: top_amazon - mobile)","California Design Den 6-Pc King Size Sheet Set with 4 Pillowcases - Soft 400 Thread Count 100% Cotton Sheets, Cooling Sateen Weave, Luxury Deep Pocket Bedsheets Set - Sky Blue","https://www.amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_e6oOe1gM2Bt5DSvigL&aa_creativeid=lv_n20oCsRW1V8QeRgRCe&m=AXT11B3W0G30N","California Design Den"
"B00NLLUMOE","amazon.com","Top Amazon (ID: top_amazon - desktop)","Mellanni Queen Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (Queen, White)","https://www.amazon.com/dp/B00NLLUMOE?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_Rg7BbwuVpedqvDL5cA&aa_adgroupid=lv_3EdT9EBzolRgvCZYWO&aa_creativeid=lv_mMJ8vq64nMmIdU72Oa&m=A34TGPDNXFL7ZQ","Mellanni"
"B00NLLUMOE","amazon.com","Top Amazon (ID: top_amazon - mobile)","Mellanni Queen Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (Queen, White)","https://www.amazon.com/dp/B00NLLUMOE?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_Rg7BbwuVpedqvDL5cA&aa_adgroupid=lv_u4FP5QcDRU9WAy5xY6&aa_creativeid=lv_cH5ycRK8cO0xXhkj4O&m=A34TGPDNXFL7ZQ","Mellanni"
"B00NLLUMOE","amazon.com","Top Queen Amazon (ID: top_queen_amazon - mobile)","Mellanni Queen Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (Queen, White)","https://www.amazon.com/dp/B00NLLUMOE?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_Rg7BbwuVpedqvDL5cA&aa_adgroupid=lv_gI35etSkqUk3vCji4C&aa_creativeid=lv_YRIHI8mwGyi8yzUvlg&m=A34TGPDNXFL7ZQ","Mellanni"
"B00NLLUMOE","amazon.com","Top Queen Amazon (ID: top_queen_amazon - desktop)","Mellanni Queen Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (Queen, White)","https://www.amazon.com/dp/B00NLLUMOE?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_Rg7BbwuVpedqvDL5cA&aa_adgroupid=lv_b5EWTQY8NEYw3ApNoG&aa_creativeid=lv_2z4Mcwitbxjcypa99z&m=A34TGPDNXFL7ZQ","Mellanni"
"B082DMSKQ7","amazon.com","Top Queen Amazon (ID: top_queen_amazon - desktop)","Bare Home Queen Sheet Set - Luxury 1800 Ultra-Soft Stonewashed Microfiber - Double Brushed - Deep Pockets - Easy Fit - Breathable Bedding - Sheet Sets & Pillowcases (Queen, Bering Sea)","https://www.amazon.com/dp/B082DMSKQ7?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_UEdNlEp8Glfyi4uXtz&aa_adgroupid=lv_I1uWNRqep8I0t0jfa6&aa_creativeid=lv_AbvsfKjtVjaoZtPhZf&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B082DMSKQ7","amazon.com","Top Queen Amazon (ID: top_queen_amazon - mobile)","Bare Home Queen Sheet Set - Luxury 1800 Ultra-Soft Stonewashed Microfiber - Double Brushed - Deep Pockets - Easy Fit - Breathable Bedding - Sheet Sets & Pillowcases (Queen, Bering Sea)","https://www.amazon.com/dp/B082DMSKQ7?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_UEdNlEp8Glfyi4uXtz&aa_adgroupid=lv_AzrWBogFBDnaJcQhWT&aa_creativeid=lv_eOboSKKIItHbaTsaXw&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0BQWXJRM6","amazon.com","Top King Amazon (ID: top_king_amazon - mobile)","Bare Home Super Soft Fleece Sheet Set - King Size - Extra Plush Polar Fleece, No-Pilling Bed Sheets - All Season Cozy Warmth (King, Light Grey)","https://www.amazon.com/dp/B0BQWXJRM6?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_qXmwycZPWUF5Qf8yGc&aa_adgroupid=lv_HRIMW80pbXf6zdMQWI&aa_creativeid=lv_RX2IRQKGFKuyhaAATj&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0BQWXJRM6","amazon.com","Top King Amazon (ID: top_king_amazon - desktop)","Bare Home Super Soft Fleece Sheet Set - King Size - Extra Plush Polar Fleece, No-Pilling Bed Sheets - All Season Cozy Warmth (King, Light Grey)","https://www.amazon.com/dp/B0BQWXJRM6?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_qXmwycZPWUF5Qf8yGc&aa_adgroupid=lv_AhBaWbb0HMOXK4oTtZ&aa_creativeid=lv_aepkiJOQIdL7pc3eqE&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0BNQWW6DB","amazon.com","Top Cotton Amazon (ID: top_cotton_amazon - mobile)","Bare Home Flannel Sheet Set 100% Cotton, Velvety Soft Heavyweight - Double Brushed Flannel - Deep Pocket (Queen, Light Pink)","https://www.amazon.com/dp/B0BNQWW6DB?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_J3v0xidDfrkHdQDlIO&aa_adgroupid=lv_3zxOJGGAx3CHC5rcpP&aa_creativeid=lv_7ghei6u7YL8FoPR00S&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0BNQWW6DB","amazon.com","Top Cotton Amazon (ID: top_cotton_amazon - desktop)","Bare Home Flannel Sheet Set 100% Cotton, Velvety Soft Heavyweight - Double Brushed Flannel - Deep Pocket (Queen, Light Pink)","https://www.amazon.com/dp/B0BNQWW6DB?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_J3v0xidDfrkHdQDlIO&aa_adgroupid=lv_KI6rpBWhUNj9xBHAJE&aa_creativeid=lv_CfwRuiVJN311hjZXlw&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B01FGBAEPI","amazon.com","Top Amazon (ID: top_amazon - desktop)","Bare Home Full Sheet Set - Luxury 1800 Ultra-Soft Microfiber Full Bed Sheets - Double Brushed - Deep Pockets - Easy Fit - 4 Piece Set - Bedding Sheets & Pillowcases (Full, Sand)","https://www.amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_fln9z7559xmsg1xN27&aa_creativeid=lv_vAphe2AL1zOkqAHNQb&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B01FGBAEPI","amazon.com","Top Amazon (ID: top_amazon - mobile)","Bare Home Full Sheet Set - Luxury 1800 Ultra-Soft Microfiber Full Bed Sheets - Double Brushed - Deep Pockets - Easy Fit - 4 Piece Set - Bedding Sheets & Pillowcases (Full, Sand)","https://www.amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_vW7r9E6bm9wTsOnhgT&aa_creativeid=lv_QZmpQqBEkWkiuwTHQw&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0754DGYJT","amazon.com","- (ID: default)","Bare Home Hotel Luxury Split Queen Sheet Set, Extra Soft, 7 Piece Set, Deep Pockets, Easy Fit, Cooling & Breathable, Wrinkle, Fade, Stain Resistant, Includes 4 Pillowcases (Split Queen, Grey)","https://www.amazon.com/dp/B0754DGYJT?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_VrMC6DVucwbGFKkJxE&aa_adgroupid=lv_GcPb07iMumNaMd0VlO&aa_creativeid=lv_3UBgPVEC0P7qpz8c6U&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B082DMSKQ7","amazon.com","- (ID: default)","Bare Home Queen Sheet Set - Luxury 1800 Ultra-Soft Stonewashed Microfiber - Double Brushed - Deep Pockets - Easy Fit - Breathable Bedding - Sheet Sets & Pillowcases (Queen, Bering Sea)","https://www.amazon.com/dp/B082DMSKQ7?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_UEdNlEp8Glfyi4uXtz&aa_adgroupid=lv_TSJoDA9qGzq9rnWph8&aa_creativeid=lv_jCoab2kGKbM4MX5SCr&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0DKL8ZMYY","amazon.com","- (ID: default)","Bare Home Hotel Luxury Twin XL Sheet Set, Extra Soft - 4 Piece Set - Deep Pockets - Easy Fit - Cooling & Breathable - Wrinkle, Fade, Stain Resistant - Includes 4 Pillowcases (Twin XL, Cypress)","https://lvnta.com/lv_ApbQVl9kCnZef1JNHA","Bare Home US"
"B0BQWXJRM6","amazon.com","- (ID: default)","Bare Home Super Soft Fleece Sheet Set - King Size - Extra Plush Polar Fleece, No-Pilling Bed Sheets - All Season Cozy Warmth (King, Light Grey)","https://www.amazon.com/dp/B0BQWXJRM6?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_qXmwycZPWUF5Qf8yGc&aa_adgroupid=lv_Lz1OrN2ssc5B4D2Cmn&aa_creativeid=lv_BgQfZH1KMzJ47RcA80&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B0BNQWW6DB","amazon.com","- (ID: default)","Bare Home Flannel Sheet Set 100% Cotton, Velvety Soft Heavyweight - Double Brushed Flannel - Deep Pocket (Queen, Light Pink)","https://www.amazon.com/dp/B0BNQWW6DB?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_J3v0xidDfrkHdQDlIO&aa_adgroupid=lv_pt5FW5kwT7LLi8e7Xw&aa_creativeid=lv_IYjNkzkz2vz3fqC1cP&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B01FGBAEPI","amazon.com","- (ID: default)","Bare Home Full Sheet Set - Luxury 1800 Ultra-Soft Microfiber Full Bed Sheets - Double Brushed - Deep Pockets - Easy Fit - 4 Piece Set - Bedding Sheets & Pillowcases (Full, Sand)","https://www.amazon.com/dp/B01FGBAEPI?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_6n1C5C2votXVWU2LPS&aa_adgroupid=lv_FUjheZk8hX1mInajYM&aa_creativeid=lv_sV26RbZYZtERluU70Q&m=A3UBXJ2R9SZ9Z4","Bare Home US"
"B08RZG8SHD","amazon.com","- (ID: default)","Mellanni King Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (King, Dark Taupe)","https://www.amazon.com/dp/B08RZG8SHD?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_oCo7pEAY4DkEYBCDpQ&aa_adgroupid=lv_3MNsN35DoekJouVYPT&aa_creativeid=lv_dinyWljdLruUEt2w8w&m=A34TGPDNXFL7ZQ","Mellanni"
"B0829S39YY","amazon.com","- (ID: default)","California Design Den 6-Pc King Size Sheet Set with 4 Pillowcases - Soft 400 Thread Count 100% Cotton Sheets, Cooling Sateen Weave, Luxury Deep Pocket Bedsheets Set - Sky Blue","https://www.amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_IMG62tWrAQOXQoQMGx&aa_creativeid=lv_S4X9oWXnUrBcRHrtW7&m=AXT11B3W0G30N","California Design Den"
"B08BTKJBJ9","amazon.com","- (ID: default)","California Design Den Rayon from Bamboo Sheets King Size Set - Soft Sateen Weave, Luxury King Sheets Set with Deep Pockets, Cooling and Durable Bedding - Burgundy","https://www.amazon.com/dp/B08BTKJBJ9?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_VZIq62wo4gLYNXY71m&aa_adgroupid=lv_DhZq122KeJEy2Cfksm&aa_creativeid=lv_KIAo9ru7TnzvOUYsIt&m=AXT11B3W0G30N","California Design Den"
"B07QGW7XPR","amazon.com","- (ID: default)","California Design Den 5-Star Hotel-Quality Twin Sheet Set, 100% Cotton Sateen, 600 Thread Count Deep Pocket Twin Sheets, Soft Hotel-Quality Bedding with Sateen Weave - Pastel Blue","https://www.amazon.com/dp/B07QGW7XPR?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_FOR7KJVjZocafsZae6&aa_adgroupid=lv_kmtJnYi4CJhe0lx0mv&aa_creativeid=lv_oZf8sVveaIELUNMePv&m=AXT11B3W0G30N","California Design Den"
"B09X1NZ5RM","amazon.com","- (ID: default)","King Size Sheets Set - Natural 100% Cotton Sheets King Size with Deep Pockets, Soft Sateen Weave, Breathable, Cooling and Durable Bedding Set by California Design Den (Blue Hydrangea)","https://www.amazon.com/dp/B09X1NZ5RM?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_MxCZe5AK3nLI6BNqIh&aa_adgroupid=lv_hG4R2Iz9FPFN5K17GU&aa_creativeid=lv_KZI68MGwhrEo77aBAe&m=AXT11B3W0G30N","California Design Den"
"B00NLLUMOE","amazon.com","- (ID: default)","Mellanni Queen Sheets Set - 4 PC Iconic Collection Bedding - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Wrinkle, Fade, Stain Resistant (Queen, White)","https://www.amazon.com/dp/B00NLLUMOE?maas=maas_adg_api_582254396570852096_static_9_129&ref_=aa_maas&tag=maas&aa_campaignid=lv_Rg7BbwuVpedqvDL5cA&aa_adgroupid=lv_nLjwHZWbqeQPdwy9kD&aa_creativeid=lv_BxGvSBbxu6MQlKZyTV&m=A34TGPDNXFL7ZQ","Mellanni"
